Time_Bucket,X_Real,Y_Real,1_Timestamp,1_RSSI,1_Azimuth,1_Elevation,1_Channel,1_Sequence,1_Azimuth_Var,1_Azimuth_Real,2_Timestamp,2_RSSI,2_Azimuth,2_Elevation,2_Channel,2_Sequence,2_Azimuth_Var,2_Azimuth_Real,3_Timestamp,3_RSSI,3_Azimuth,3_Elevation,3_Channel,3_Sequence,3_Azimuth_Var,3_Azimuth_Real,4_Timestamp,4_RSSI,4_Azimuth,4_Elevation,4_Channel,4_Sequence,4_Azimuth_Var,4_Azimuth_Real
15,90,385.9255878,215,-56.5,5.5,2.5,25.5,21724.5,12.5,24.75905165,215,-61.66666667,33.33333333,3.333333333,21,21725,180.3333333,20.67752391,215,-67.66666667,-10,5.333333333,23.33333333,21722.33333,787,-9.447479383,215,-63.33333333,-51.66666667,-1.666666667,23.33333333,21722.33333,60.33333333,-31.87291975
16,90,373.5996348,216,-59,4.2,1,16.4,21728,10.7,25.65823598,216,-63.8,42.6,8.4,16.4,21729,290.3,19.60090797,216,-64,-1.25,-2.25,21,21726.5,440.25,-10.17538312,216,-65.2,-39.6,3,19.2,21727,78.8,-31.45554097
17,90,362.8144259,217,-59.75,8.75,0.5,15.5,21732.5,24.25,26.38418305,217,-68.33333333,38,12.33333333,16.66666667,21733,31,18.8936344,217,-72.5,7.75,-34.5,13,21730.5,2442.916667,-10.9163838,217,-66,-35,3,13.33333333,21731,37,-31.16251766
18,90,355.1107053,218,-60.66666667,12.66666667,3.666666667,13.66666667,21736,5.333333333,26.87131893,218,-67.2,30.4,2,16.2,21737,38.8,17.84859249,218,-71.5,-2,-13,14.5,21734.5,63.33333333,-11.6705835,218,-64.5,-25,-1.5,14.5,21734.5,34,-30.77829107
19,90,344.8390778,219,-57.75,12,5.5,26.25,21739.5,7.333333333,27.48371669,219,-66,17.75,-6.75,18,21741.5,343.5833333,16.94991818,219,-65,-10.5,-13.75,20.5,21738.5,607,-12.43806965,219,-66.75,-32,-2.75,20.5,21738.5,72.66666667,-30.37259561
20,90,332.5131249,220,-58,16.4,5.4,7.8,21744,14.3,28.16763064,220,-65,29,0,10.66666667,21745,169,16.31704923,220,-66,-14.5,-6.75,13.5,21742.5,1943,-13.2189137,220,-62.25,-37,1,13.5,21742.5,86,-29.9436245
21,90,324.2958229,221,-64,19.33333333,10.66666667,14,21748,72.33333333,28.59545215,221,-62.2,19.4,-4.6,15.4,21749,301.8,15.32018321,221,-62,3,-5.5,13.75,21746.5,694.6666667,-14.01316979,221,-67.25,-40,-18.25,13.75,21746.5,50.66666667,-29.48936803
22,90,311.9698699,222,-59,21.2,4.4,15.8,21752,91.7,29.19890841,222,-67.66666667,47,-8,14.66666667,21753,1099,14.66637387,222,-66,1,-1,15,21750.5,124.6666667,-14.82087331,222,-63.4,-39.6,4.4,12,21751,39.3,-28.90771004
23,90,301.184661,223,-62.75,25,2.75,11.25,21756.5,8.666666667,29.6924939,223,-65.8,19,-5,10,21757,225,13.70181187,223,-63.5,-8.5,-7.5,12.75,21754.5,721,-15.64203948,223,-56.66666667,-31,6.333333333,17,21755,39,-28.49577055
24,90,293.4809404,224,-55,33,-5,10.33333333,21760,7,30.02701037,224,-63.25,20.25,-2.25,8.5,21761.5,27.58333333,12.87369274,224,-64.75,-49,-1.5,8.5,21758.5,712,-16.47666191,224,-66.25,-37.75,-3.5,8.5,21758.5,123.5833333,-27.95111566
25,90,283.2093129,225,-60,25,2.666666667,3.666666667,21763.33333,63,30.45141102,225,-65.66666667,33.66666667,-0.333333333,4,21766,96.33333333,12.0347566,225,-65.66666667,-11.66666667,-3.333333333,6.666666667,21762,917.3333333,-17.32471117,225,-69.33333333,-38.33333333,-10.66666667,6.666666667,21762,158.3333333,-27.37046362
26,90,270.88336,226,-63.2,23.6,1.8,9.8,21768,84.8,30.9305997,226,-66.33333333,27,11.66666667,13.33333333,21769,201,11.52626562,226,-67.5,-24.25,-1.25,11.75,21766.5,28.91666667,-18.18613334,226,-67.8,-35.8,14.4,9.8,21767,227.2,-26.6211225
27,90,262.666058,227,-58.66666667,28.33333333,-7,27,21772,704.3333333,31.23323078,227,-66.2,20.8,1.4,20.4,21773,107.7,10.62582883,227,-64.25,-6.75,0.5,13.25,21770.5,145.5833333,-19.06084863,227,-63.33333333,-26.33333333,11.33333333,17,21771,6.333333333,-26.08646914
28,90,252.3944305,228,-58,31.25,1.25,13.75,21775.5,158.25,31.59401778,228,-67.25,29,14.75,17.5,21777.5,444.6666667,9.853498459,228,-67.5,-17,-2.5,16,21774.5,108.6666667,-19.94874996,228,-61.75,-37.75,-24.25,16,21774.5,60.91666667,-25.3745418
29,90,240.0684775,229,-59,20.6,0.4,23.6,21780,1475.8,32.00317864,229,-70.66666667,17.66666667,3,27.33333333,21781,86.33333333,9.310648971,229,-67.75,-9,-2.75,22.5,21778.5,4028.666667,-20.84970171,229,-63.75,-19.5,9,22.5,21778.5,913.6666667,-24.60928548
30,90,231.8511755,230,-57,36.66666667,6,31.33333333,21784,336.3333333,32.26257879,230,-63.2,20.8,1.2,26.6,21785,209.2,8.457229061,230,-58.25,-25.5,8.5,30.25,21782.5,83,-21.76353842,230,-61.5,-38,-7,30.25,21782.5,676.6666667,-23.78478133
